time,VDD_IN,VDD_GPU,VDD_CPU,temp0,temp1,temp2
2026-04-29T21:19:00.213160,2.989,0.126,0.756,50.5,41.5,40.0
2026-04-29T21:19:00.721055,2.538,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:01.229572,3.069,0.209,0.714,50.5,41.5,40.0
2026-04-29T21:19:01.744779,2.863,0.126,0.673,50.5,41.0,40.0
2026-04-29T21:19:02.259815,3.269,0.251,0.796,50.5,41.5,39.5
2026-04-29T21:19:02.768206,2.745,0.084,0.59,50.5,41.5,40.0
2026-04-29T21:19:03.277709,2.741,0.084,0.59,50.5,41.0,40.0
2026-04-29T21:19:03.789104,2.538,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:04.297353,2.538,0.084,0.423,50.5,41.0,40.0
2026-04-29T21:19:04.805674,2.495,0.084,0.38,50.5,41.0,40.0
2026-04-29T21:19:05.314332,2.58,0.084,0.464,50.0,41.0,40.0
2026-04-29T21:19:05.822576,2.499,0.084,0.381,50.0,41.0,40.0
2026-04-29T21:19:06.331053,2.538,0.084,0.423,50.5,41.0,40.0
2026-04-29T21:19:06.839897,2.499,0.084,0.381,50.5,41.0,40.0
2026-04-29T21:19:07.348297,2.499,0.084,0.381,50.5,41.0,39.5
2026-04-29T21:19:07.855661,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:08.363691,2.457,0.084,0.338,50.0,41.0,40.0
2026-04-29T21:19:08.871065,2.542,0.084,0.423,50.0,41.0,39.5
2026-04-29T21:19:09.379294,2.418,0.084,0.338,50.0,41.0,39.5
2026-04-29T21:19:09.886926,2.499,0.084,0.423,50.0,41.0,39.5
2026-04-29T21:19:10.395204,2.376,0.084,0.297,50.0,41.0,40.0
2026-04-29T21:19:10.902679,2.542,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:11.411093,2.376,0.084,0.297,50.0,41.0,40.0
2026-04-29T21:19:11.918563,2.542,0.084,0.423,50.5,41.0,39.5
2026-04-29T21:19:12.426622,2.376,0.084,0.297,50.0,41.0,39.5
2026-04-29T21:19:12.934158,2.538,0.084,0.423,50.0,41.0,39.5
2026-04-29T21:19:13.442480,2.333,0.084,0.297,50.0,41.0,40.0
2026-04-29T21:19:13.950646,2.538,0.084,0.423,50.5,41.0,39.5
2026-04-29T21:19:14.458770,2.333,0.084,0.297,50.0,41.0,40.0
2026-04-29T21:19:14.967088,2.703,0.084,0.548,50.5,41.0,39.5
2026-04-29T21:19:15.482243,2.333,0.084,0.254,50.5,41.0,39.5
2026-04-29T21:19:15.989763,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:16.497944,2.333,0.084,0.254,50.0,41.0,39.5
2026-04-29T21:19:17.005467,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:17.513489,2.333,0.084,0.254,50.0,41.0,40.0
2026-04-29T21:19:18.020929,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:18.538185,2.291,0.084,0.254,50.0,40.5,40.0
2026-04-29T21:19:19.046633,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:19.554845,2.291,0.084,0.254,50.0,41.0,39.5
2026-04-29T21:19:20.063297,2.542,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:20.571680,2.291,0.084,0.254,50.0,41.0,40.0
2026-04-29T21:19:21.080622,2.499,0.084,0.423,50.0,41.0,39.5
2026-04-29T21:19:21.588793,2.376,0.084,0.338,50.0,41.0,39.5
2026-04-29T21:19:22.097420,2.538,0.084,0.423,50.0,41.0,39.5
2026-04-29T21:19:22.605456,2.414,0.084,0.338,50.0,41.0,40.0
2026-04-29T21:19:23.113813,2.703,0.084,0.421,49.5,41.0,40.0
2026-04-29T21:19:23.622273,2.457,0.084,0.381,49.5,41.0,40.0
2026-04-29T21:19:24.130800,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:24.639121,2.457,0.084,0.381,50.0,41.0,39.5
2026-04-29T21:19:25.147653,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:25.655812,2.457,0.084,0.381,50.0,41.0,40.0
2026-04-29T21:19:26.164237,2.542,0.084,0.423,50.0,41.0,39.5
2026-04-29T21:19:26.672323,2.499,0.084,0.38,49.5,41.0,39.5
2026-04-29T21:19:27.180543,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:27.689942,2.499,0.084,0.381,50.0,41.0,40.0
2026-04-29T21:19:28.198133,2.622,0.084,0.422,50.0,41.0,39.5
2026-04-29T21:19:28.738316,2.499,0.084,0.423,50.0,40.5,39.5
2026-04-29T21:19:29.248032,2.538,0.084,0.423,50.0,40.5,39.5
2026-04-29T21:19:29.756035,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:30.264281,2.538,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:30.772321,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:31.280584,2.538,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:31.788584,2.499,0.084,0.423,50.0,41.0,39.5
2026-04-29T21:19:32.296935,2.542,0.084,0.423,50.0,40.5,40.0
2026-04-29T21:19:32.804799,2.499,0.084,0.423,50.0,40.5,40.0
2026-04-29T21:19:33.313488,2.58,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:33.821376,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:34.330067,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:34.838867,2.499,0.084,0.38,50.5,40.5,40.0
2026-04-29T21:19:35.346861,2.499,0.084,0.381,50.0,41.0,39.5
2026-04-29T21:19:35.854397,2.499,0.084,0.423,50.0,41.0,40.0
2026-04-29T21:19:36.362704,2.457,0.084,0.338,50.0,41.0,40.0
2026-04-29T21:19:36.870145,2.499,0.084,0.38,50.0,41.0,40.0
2026-04-29T21:19:37.378518,2.418,0.084,0.338,50.0,41.0,40.0
2026-04-29T21:19:37.885879,2.499,0.084,0.38,50.0,41.0,40.0
2026-04-29T21:19:38.394236,2.376,0.084,0.297,50.0,41.0,40.0
2026-04-29T21:19:38.901690,2.499,0.084,0.38,49.5,41.0,40.0
2026-04-29T21:19:39.418296,2.333,0.084,0.297,49.5,41.0,40.0
2026-04-29T21:19:39.926337,2.499,0.084,0.423,50.0,40.5,39.5
2026-04-29T21:19:40.434656,2.333,0.084,0.297,50.0,40.5,39.5
2026-04-29T21:19:40.943061,2.499,0.084,0.423,50.0,40.5,40.0
2026-04-29T21:19:41.452008,2.333,0.084,0.254,50.0,41.0,40.0
2026-04-29T21:19:41.960863,2.499,0.084,0.423,50.0,40.5,40.0
2026-04-29T21:19:42.468741,2.333,0.084,0.254,50.0,41.0,40.0
2026-04-29T21:19:42.976914,2.499,0.084,0.423,50.0,40.5,40.0
2026-04-29T21:19:43.485414,2.291,0.084,0.254,50.0,41.0,39.5
2026-04-29T21:19:43.993297,2.499,0.084,0.423,49.5,40.5,40.0
2026-04-29T21:19:44.501661,2.291,0.084,0.254,49.5,40.5,39.5
2026-04-29T21:19:45.010088,2.499,0.084,0.423,49.5,41.0,40.0
2026-04-29T21:19:45.518356,2.291,0.084,0.254,49.5,41.0,39.5
2026-04-29T21:19:46.026260,2.542,0.084,0.423,49.5,41.0,39.5
