time,VDD_IN,VDD_GPU,VDD_CPU,temp0,temp1,temp2
2026-04-29T20:55:51.384501,3.385,0.167,1.128,50.5,42.5,39.5
2026-04-29T20:55:51.891186,2.821,0.126,0.714,50.0,41.0,39.5
2026-04-29T20:55:52.399639,2.901,0.209,0.672,50.0,41.0,39.5
2026-04-29T20:55:52.909279,2.863,0.21,0.589,50.0,41.5,40.0
2026-04-29T20:55:53.417198,2.372,0.084,0.338,50.0,41.0,39.5
2026-04-29T20:55:53.930630,4.403,0.905,1.355,50.5,42.5,40.5
2026-04-29T20:55:54.437879,6.666,2.891,1.426,50.5,45.0,43.0
2026-04-29T20:55:54.944829,6.966,2.873,1.771,51.0,45.5,43.5
2026-04-29T20:55:55.452298,6.478,2.936,1.269,50.5,45.0,43.5
2026-04-29T20:55:55.959462,6.637,2.737,1.55,51.0,44.5,43.5
2026-04-29T20:55:56.466234,7.056,2.912,1.771,51.0,46.0,43.5
2026-04-29T20:55:56.973342,6.637,2.936,1.349,51.0,45.0,44.0
2026-04-29T20:55:57.479849,6.488,2.941,1.232,51.0,45.0,43.5
2026-04-29T20:55:57.987120,6.568,2.941,1.311,51.0,46.0,43.5
2026-04-29T20:55:58.493806,8.283,2.928,2.889,51.5,47.0,44.0
2026-04-29T20:55:59.000893,8.332,2.88,2.923,52.0,47.0,44.5
2026-04-29T20:55:59.507418,6.469,2.95,1.236,51.5,46.5,44.0
2026-04-29T20:56:00.013930,7.348,2.863,2.004,52.0,46.5,44.0
2026-04-29T20:56:00.520902,6.756,2.976,1.47,51.5,46.0,44.0
2026-04-29T20:56:01.027451,6.796,2.936,1.507,51.5,46.5,44.5
2026-04-29T20:56:01.534468,4.684,0.986,1.52,51.5,44.5,43.0
2026-04-29T20:56:02.041599,6.608,2.945,1.313,52.0,46.5,44.0
2026-04-29T20:56:02.548295,6.4,2.955,1.158,51.5,46.5,44.0
2026-04-29T20:56:03.054911,6.647,2.945,1.353,51.5,47.0,44.0
2026-04-29T20:56:03.561558,2.453,0.211,0.296,51.0,43.0,42.0
2026-04-29T20:56:04.074214,2.442,0.0,0.421,51.0,42.5,41.5
2026-04-29T20:56:04.583080,2.238,0.0,0.295,50.5,42.5,41.5
2026-04-29T20:56:05.095115,4.115,0.246,1.725,51.0,44.0,41.0
